WKT,nama,deskripsi
"POLYGON ((106.823553 -6.1715515, 106.8232418 -6.1718075, 106.823156 -6.1734822, 106.8230916 -6.1766929, 106.8230809 -6.1775088, 106.823038 -6.1790982, 106.8230326 -6.1795355, 106.8230648 -6.1798448, 106.8233008 -6.1801648, 106.8235315 -6.1803568, 106.8237407 -6.1803568, 106.8246473 -6.1803835, 106.8258489 -6.1803248, 106.8269111 -6.1803035, 106.8279679 -6.1802555, 106.8291159 -6.1801915, 106.8302048 -6.1801435, 106.8309505 -6.1801328, 106.8310417 -6.1800581, 106.8310524 -6.1796261, 106.8307735 -6.1792102, 106.8304516 -6.1788902, 106.8304731 -6.1786555, 106.8306286 -6.1784795, 106.8298937 -6.1777275, 106.8299098 -6.1769275, 106.8299259 -6.1759409, 106.8299795 -6.1758022, 106.8300117 -6.1752849, 106.8300439 -6.1750822, 106.8299903 -6.1745809, 106.8299259 -6.1739942, 106.8297971 -6.1734715, 106.8294216 -6.1733222, 106.8290783 -6.1729489, 106.8291641 -6.1723835, 106.8292607 -6.1718929, 106.8290139 -6.1715942, 106.8286062 -6.1715302, 106.8276943 -6.1715515, 106.8268574 -6.1715515, 106.8261493 -6.1715515, 106.8253339 -6.1715515, 106.8244756 -6.1715515, 106.823553 -6.1715515))",Taman Monas,
"LINESTRING (106.9224903 -6.2537079, 106.9194004 -6.2492712, 106.9159672 -6.2526841, 106.9159672 -6.257462, 106.9091007 -6.2543905, 106.9056675 -6.2598509, 106.9036076 -6.2707716, 106.9087574 -6.2806683, 106.911504 -6.2909061, 106.9207737 -6.2953424, 106.9310734 -6.2953424, 106.93382 -6.286811, 106.93382 -6.2717954, 106.93382 -6.2584858, 106.9290134 -6.2571207, 106.9224903 -6.2537079)",Garis 2,
