WKT,nama,deskripsi
"POLYGON ((106.7984204 -6.2145837, 106.7981898 -6.214829, 106.7981898 -6.2150743, 106.7983292 -6.2166795, 106.7983721 -6.2177887, 106.7983292 -6.2190206, 106.7982863 -6.2197992, 106.7983292 -6.2199059, 106.7983453 -6.2205671, 106.7984526 -6.2206845, 106.7997615 -6.2212178, 106.8013869 -6.221879, 106.8024169 -6.2222843, 106.8030714 -6.2225936, 106.8036722 -6.2233562, 106.804788 -6.2247321, 106.8060862 -6.2238042, 106.8073629 -6.2229829, 106.8087845 -6.2220283, 106.808291 -6.2213137, 106.8082695 -6.2202792, 106.8069499 -6.2202685, 106.8069659 -6.21901, 106.8082695 -6.2190313, 106.808291 -6.2182527, 106.8069499 -6.2182527, 106.8069552 -6.2163862, 106.8083124 -6.2163969, 106.8083124 -6.2157889, 106.8062525 -6.2156822, 106.8061506 -6.2155649, 106.8061506 -6.215229, 106.8061452 -6.214541, 106.8062954 -6.2145357, 106.8062954 -6.2143384, 106.8062364 -6.2127758, 106.8051796 -6.2129891, 106.8050508 -6.2129678, 106.8038653 -6.2132504, 106.8024706 -6.2135864, 106.8007325 -6.2140237, 106.7984204 -6.2145837))",Gelora Bung Karno,
